,original,clase,clase_text
3465,    viene    mecanismos  ayuda   empresas  avanzar   urgencia   rdl   incapacidad   diseño  implantación     puestos    riesgo     enmascarados  ertes infinitos  ,2,empresa i treball
3474, congreso   cierra gracias  pp    precio   luz desorbitado  afganistán   quinta ola   vacunación  abordarán  agosto   congreso    solicitado     aprobado  diputación permanente   gobierno deberá  explicaciones   sánchez huya   ,0,presidencia
3476,  apoyo  solidaridad   agente   guardia civil herido  ceuta        agentes    medios suficientes  olvidados   gobierno  sánchez   ,10,interior
3485,      ayudas  forma adecuada    asegurar   oportunidad          desafío    enfrenta españa   desempleo juvenil       invertir  futuro        ,2,empresa i treball
3486,pedimos  gobierno         tome prestadas  ideas      puesto  marcha  países europeos    recomienda  gppe    pondremos  marcha  salvar  economía española              ,3,economia i hisenda
3489,   gobierno  propuesto  plan nini       cogobernanza   cc aa       ratificación parlamentaria       derecho     socios europeos     visión transformadora        ,4,igualtat i feminismes
3493, gobierno  sánchez  mintió   pandemia  siguen mintiendo   mar menor    ,0,presidencia
3500, entendemos   gobierno  declare zona catastrófica  mar menor    justo     españa multinivel     gobierno  lópez miras  pedido  gobierno  deje  discusiones  buscar soluciones  frenar   llegada  agua contaminada       ,8,accio climatica alimentacio i agenda rural
3502, españoles  derecho     mano  postura  españa  afganistán       países europeos   envergadura  tema  merece    olvidar  españa  desplegado   tropas        ,5,accio exterior i govern obert
3516,     explica  solución  partido popular   mar menor  pide  gobierno  españa  actúe    ,8,accio climatica alimentacio i agenda rural
3520,   endirecto  intervención      villaviciosa    ,6,educacio
3525, imposible solucionar  problema  mar menor   dejadez  gobierno  sánchez    ,0,presidencia
3530,      20 30h      entrevistado   24horas rne      síguelo  directo      ,10,interior
3531, vecinos  mar menor  agradecido  presidente  pp  interés  solucionar  grave problema     entorno    vecinos coinciden   pablo casado   presidente   infraestructura  evitar vertidos    marcha   ,8,accio climatica alimentacio i agenda rural
3535,   bajar  precio   luz   ofrecido  solución  gobierno    sacar  costes  energéticos   factura      demagogia   izquierda   energía  topa   precio   realidad          ,0,presidencia
3538,     solicita  gobierno  ponga  marcha  plan vertidos cero  aprobado  2018   gobierno  españa   competencia    deje  verter  mar menor         transferir  competencias  gobierno   región  murcia   ,8,accio climatica alimentacio i agenda rural
3543,   gobierno  señor sanchez     erre  erre  diciendo    urgente  ley  pandemias   pidiendo  presentando  alternativa    crece  malestar   jueces   falta   ley  pandemias  ,9,salut
3548, componentes   factura   luz    costes energéticos           factura   depende  gobierno    proponemos bajar impuestos  eliminar  costes  energéticos    psoe    plan           ,3,economia i hisenda
3551,      8 40h   portavoz   senado              puedes seguirlo           enlace      ,10,interior
3554,sánchez       agosto escondido   oscuridad   hablar        factura   luz      cara   congreso  explicar  planes  españa     día     gobierno      ,2,empresa i treball
3555,  solicitar  presidente  gobierno      cmin declaren  mar menor  zona gravemente afectada  emergencia  protección civil   confío   voluntad  colaboración  ayuda  gobierno  españa  espero  receptividad   catástrofe natural ,8,accio climatica alimentacio i agenda rural
3560,    traslada  agradecimiento  personal diplomático  militares  fcse     servidores públicos    días  redoblando esfuerzos  garantizar  evacuaciones  afganistán   ,10,interior
3561,  cuánta propaganda  generar pedro sánchez   3 300 mill    recaudados   factura   luz   ,2,empresa i treball
3564,       gobierno  sánchez     marmenor      ayudas   autónomos   subida   luz  mirar      aceptar  propuestas     ,8,accio climatica alimentacio i agenda rural
3566, gobierno  sánchez    mar menor      ayudas   autónomos   subida   luz  mirar      aceptar  propuestas  pp   cuenca   responsabilidad   actúan     echen     dejen   gobierno   región   ,8,accio climatica alimentacio i agenda rural
3574,       valen  cortinas  humo  fotos  tapar  desgobierno   incomparecencia  sánchez          ,4,igualtat i feminismes
3581,  noticia  verano   anticipan     invierno     escasas intervenciones  gobierno  transmite impotencia  despreocupación  claro   preocupados  parecen      disfrutar   vacaciones        cabeza  ,0,presidencia
3582,    precio   luz seguirá subiendo   verano    gobierno  incapaz  frenar  subida    aparte  acepte  propuestas   abaratarían  20   factura   españoles     dóndeestásánchez   ,0,presidencia
3586,europa   continuar extendiendo  derechos humanos      evitar  afganistán  convierta   plataforma  exportación  terroristas     prioridad actual   retorno   europeos    colaboradores afganos          ,5,accio exterior i govern obert
3587, cuánta irresponsabilidad   15 meses       ofreciendo  ley  pandemias  sánchez rechaza          1 millón  contagios  sánchez bloquea   ley  pandemias    hayalternativa    gobierno    ,9,salut
3594, precio   luz alcanzará mañana    117 14   mwh    dóndeestásánchez   ,3,economia i hisenda
3598,      dóndeestásánchez    exigimos  comparecencia  ,0,presidencia
3606, gobierno  caos   explicaciones  congreso  incumplimiento   objetivo  70    inmunidad  grupo  18  agosto     solicitamos  comparecencia   fracasa objetivo  vacunación  sánchez   caos   gestión   ,9,salut
3609,    dóndeestásánchez  exigimos  dé explicaciones   ,0,presidencia
3610,sánchez  desaparecido     ridículo      punto  vista internacional       frente   cuestión    dóndeestásánchez        ,5,accio exterior i govern obert
3611,  33   paro juvenil   vergonzoso   generalitat  ofrezca suficientes plazas  estudiar fp    24 000 estudiantes  quedarán  plaza    curso  10 000  grado medio  14 000   superior    separatistas prefieren dilapidar  dinero  tv3  ,6,educacio
3613,domingo 22  lérida    marroquí  20 años atropella  3 personas   marroquí  29 años  ecuatoriano  25 roban  fuerza   coche    marroquí  29 años detenido  violencia  intimidación      entra   concepto   seguridad  conseller     ,15,immigracio
3616,   vox exige  aragonès  explique   parlament  ofrecimiento  acoger afganeses  forma  ilimitada   ,15,immigracio
3623, granja  sufre  sabotaje    organizaciones animalistas    consejera   piensa salir  defender   ganaderos     investigarlo  señor     animalismo     gusten  animales         vivir   ,8,accio climatica alimentacio i agenda rural
3628,amordazan   hable castellano  disienta   majaderías progres  denuncie  proyecto  islamización   silencio  torno   inseguridad   inmigración ilegal      querían seguir encerrando ilegalmente    líderes separatistas  apirantes  tiranos   ,0,presidencia
3636,ignacio garriga recuerda   víctimas  atentado islamista  barcelona  llama  evitar     medios    terroristas liberados   talibanes  afganistán lleguen  europa  ,13,justicia
3641, escombro     llamar periodista  compara  vox   invasión islámica   talibanes  afganistán        promueven  blanquean  islamización  cataluña   daño  causando    sociedad   colaborador  tv3      ,5,accio exterior i govern obert
3644,ada colau   golpista jordi cuixart reciben abucheos  gente  gracia  barcelona     arruinando barcelona   políticas  obsesiones      responsable   cataluña  partida  2   ,0,presidencia
3649, apartad  manos   hijos  chusma totalitaria    matemáticas  perspectiva  género   adoctrinamiento  amnesia histórica   talleres  sexualidad  preadolescentes   ataques   familia   enseñanza   odio  españa   ,4,igualtat i feminismes
3651, govern escondió  hidroaviones  culpaba  españa    sectarismo   odio  capaz  cometer  mayores tropelías        mayores   pandemia     naturaleza      impunidad   ,10,interior
3658,podía   abuelo  cualquiera     defendió  propiedad   vida    ley     delincuente   apoyo   hombre  77 años   sufrirá  calvario judicial    hacía  españa  delincuente extranjero reincidente   ,11,drets socials
3659,  concordia  separatista   parlament rechaza publicar documentos oficiales   español     solicitado   cataluna   seguimos dando  batalla          ,12,cultura
3661, dejo   artículo   diario elmundo   fondo creado   generalitat  atender  avales   investigados   tribunal  cuentas    fondo  lola flores   ,0,presidencia
3665,     principales redes   instagram    facebook    yt     vox  venido  recuperar cataluña  daremos batalla    frentes    síguenos       ,0,presidencia
3667,    macian   indefensión jurídica   vive  cataluña        informes   alta inspección    remitidos   generalitat     informe  queda   vía muerta  ,13,justicia
3668,    macian    suma    adoctrinamiento   aulas      libros  texto    absolutamente evidente  cataluña  ,6,educacio
3669,    macian  pablo hasel       hombre    cárcel    criminal   ,13,justicia
3673,    abascal   imposición  pasaporte covid  hostelería     salvajada     aceptar    eligen vacunarse              ,0,presidencia
3676,   cabo  creus vuelve  arder   vecinos  ampurdán  enfrentamos     llamas     portbou  48 hectáreas quemadas     apoyo   vecinos afectados  agradecimiento  cuerpo  bomberos  lucha  descanso   ,8,accio climatica alimentacio i agenda rural
3682, dijimos  octubre  2017   calles  barcelona     dejado  decirlo    día      puigdemont  prisión    golpistas  prisión   españa   vende   trocea   defiende      ,13,justicia
3690, generalitat pretende avalar   dinero    catalanes   políticos separatistas encausados   tribunal  cuentas   delincuentes protegidos   catalanes desprotegidos     sentaremos   tribunales     ,0,presidencia
3691,    generalidad  pagado billetes  avión  decenas   inmigrantes  saltaron violentamente  valla  ceuta     días llegarán  centro  reinserción social  barcelona    vox   claro  deportación inmediata   invasores   fronterasseguras,15,immigracio
3692, socialistas   explicar   catalanes    permitido   separatistas malversar dinero público  pagar  fianzas   golpistas   abstención   separatistas  socialistas    mafia corrupta  arruina   catalanes   ,0,presidencia
3695,    separatistas  roban      permitir   separatismo  salga       sentaremos   tribunales    hotornaremafer  ,0,presidencia
3697,      decreto aprobado  pagar  dinero público  multa   golpistas      espanya  roba     separatistas  roban    lideramoslaoposición  ,0,presidencia
3702,  don    aragonès   40 empalagosos reportajes  tv3 recordando   socio  club super3   convertirlo   william wallace  barretina  aspira           lideramoslaoposición  ,0,presidencia
