,text,Prediction
0,comencem  ple  debat   futur europa    important  participació ciutadana      partits    entusiasme   fet   realitat s imposa     podran prendre grans decisions prescindint  opinió   gent   futureofeurope  ,accio climatica alimentacio i agenda rural
0, honor  rebut   casa   república  mhp pere aragonès   agraïment   cordialitat   conversa   mantingut  gràcies  venir   waterloo  enviar  missatge  suport  reconeixement   lluita  exili   ,presidencia
0, conflictes polítics    resoldre fent política  negociant   dialogant     allunyat  concepte  negociació    codi penal    tribunal  cuentas   president   té preguntes  respondre    respecte    immunitat  ,presidencia
0,presidente pedro sánchez    indults   propaganda     propera vegada  agrairia  adrecés  carta  vicepresident  govern  catalunya     vindré   salutacions cordials   ,presidencia
0,reconciliació    dia acompanyarem  alts càrrecs   generalitat citats   ciutat   justícia  actitud repressiva  pateixen   3 300 persones  incompatible   títol  acte   retrobament  desitgem   via   política   negociació  ,presidencia
0,  president     espanyol   abocat  fer indults   perfectament    pren  iniciativa    faran      indults     demandes polítiques  catalunya s  resolt   indults    solució  conflicte polític  ,presidencia
0,   president    generalitat     s  reunit   president   puigdemont  waterloo  ,presidencia
0, condol extensiu    família  amics  companys  emma roca  pionera  cos      esport  muntanya  catalunya  ,presidencia
0,   advocat  1  presentat   recurs  estrasburg  anem   justícia europea  acusar   persecució   disidència política   vulneració  drets  llibertats fonamentals  pels presos  exiliats  pels represaliats compromesos   llibertat ,presidencia
0,  sincer condol   família   amics  companys  joan     perdre  vida  acte  servei   abraçada      família       desig   companys ferits  recuperin    ,salut
0,2 here is the provisional version of the report   ,autopromocio
0,1  today   legalhr adopted  report by   cilevics  should politicians be prosecuted for statements made in the exercise of their mandate   referring specifically to  turkey and  spain  it stressed the need to protect politicians  freedom of expression ,autopromocio
0,         pregunta  exiliat  eurodiputat   comin    ue adverteix  impost especial espanyol   consum electricitat   llars      mínim   ue    ,presidencia
0,pots  independentista  pots  unionista       indiferent   política extractiva  empobriment  catalunya      habitants   política estructural  transversal  pp  psoe     ,presidencia
0, lazos  parentesco   tribunal  cuentas alcanzan  100 empleados        pais,justicia
0,información  servicio  interpretar  informe   gc   organización terrorista  cometió 0 atentados      intervino 0 armas  0 kg  explosivos   laboratorio  garaje komando  grupo  whatsapp información  atentar  busqueda  google    ok   ,autopromocio
0,    reunit          tribunals espanyols   fet justícia    cas  rebrem  satisfacció   llibertat   concedeixen indults   recordem   violacions    dretshumans continuen     ,presidencia
0, m acaben  condemnar  5 anys  presó    manifestat   feixisme    independència   país     m aturaran   abaixaré   front   repressió   ,presidencia
0,d 1 vía     ,autopromocio
0,gràcies   conversa  dídac  felicitats    feina        referent nacional  ràdio local  català  ,presidencia
0,iniciativa internacional liderada  professors economia     decisió  tribunal  cuentas   multat andreu mas colell   proves   possibilitat  defensar     tribunal  tribunal  cuentas    inquisició    ,justicia
0,bona hèsta nacionau aran  pera lengua   cultura   libertat   hèstadaran  ,autopromocio
0,academics including an american nobel prizewinner have condemned the prosecution of  catalan economist who   along with 38 others   face fines of millions of euros for their supposed role in catalonia s independence referendum in  1oct 2017       ,autopromocio
0,  justícia   venjança   sentència diu     proves concloents    anys  presó  causa general  independentisme      cas  atiada  normatives   temps  diem  s   canviar   ,presidencia
0, fiscalitat   govern espanyol   progressista   història  aplica  consum domèstic electricitat   superior  mínim establert  europa   confirma      gota  vergonya   explicació     via  ,presidencia
0,airbus boeing   ue  etats unis suspendent  droits  douane punitifs pour cinq     ,autopromocio
0,normally  would not be posting personal developments  this website  but in this case  have  pressing concern  my dad  spanish economist andreu mas colell  is dealing with an incredibly difficult and unjust situation   1 ,autopromocio
0, deien   venjança      s  perseguint    cosa         tocat       g    matamala   carles   xavier       demanen 6 anys  presó  conseller         suport   ,presidencia
0,detalls  dia  dia  surts  mirar  temps  t atura  margarida  bell    diagonal    unilateral   pronòstic   flor delicada   trobat escletxa enmig  paviment dur  sofert   ,autopromocio
0,  entrevista rellevant   dibuixa  paisatge   claredat  necessita  paraules  espanya té  problema  presos polítics    té   3 5 anys      reparació possible     condemna     crim   ,interior
0, rei  fer  discurs  3 octubre  estimulant  gent          bona part  catalans   gent continua estimulada    consigna     n  manifestat    madrid    gent  rei  espanya    ,accio climatica alimentacio i agenda rural
0,  hot off the press   weekly newsletter of carles puigdemont   issue  2     via   ,autopromocio
0,  n parla  impacte   salut  ampliació  aeroport  20m  passatgers  significa  avions  cotxes   augment  contaminació  pot provocar malalties cardiovasculars  respiratòries   llegiu  article         ,autopromocio
0,   fet   aportació   plataforma       crowfunding   fent  grandíssim treball  garantir  drets laborals  personal  neteja    t animes      yoreservoconlaskellys   ,empresa i treball
0,      aprovar  parlament  proposta     recuperar  control públic  061   transport sanitari   govern    mogut   dit   insistim   sanitat catalana  trosseja     pública  universal        ,accio climatica alimentacio i agenda rural
0,important       deures  drets   empresa explotadora  resposta sindical organitzada  construeixi solidaritat  conquereixi drets  actitud d     nega  relació laboral  imposa condicions precàries    suport    lluita treballadors   ,drets socials
0, acord       idea   ampliar aeroport  prat   ,autopromocio
0, anem camí  argimon consolidi  polítiques  retallades   impulsar boi ruiz    president aragonès   anunciar  govern  transformació   creiem  anem    govern   resignació  assumint  programa  junts      ,presidencia
0, juliol   parlament  aprovar   proposta  desprivatitzar  061   transport sanitari      26 agost   conseller  salut  nega  complir  mandat parlamentari   demanem  comparegui  expliqui  motius   ciutadania      ,autopromocio
0,pp  unidas  ataca  imparcialidad  cgpj   renovación  onu   juicio  garzón  investigar  trama corrupta  pp  careció  imparcialidad      lunes  pp llevará 1 000 días   cgpj  funciones  tapar  corrupción   ,presidencia
0,millores concretes  atenció   víctimes  gràcies   reforma   llei  violències masclistes   impulsar  aprovar any passat    coses   val  pena   ,autopromocio
0,afganistán expresa  fracaso   guerras  ocupación impulsadas  eeuu   otan    responder  terror  bombardeos   terror  dejado  país arrasado   conflictos étnicos enconados   población civil expuesta  violencias múltiples     ,presidencia
0,  único verde     ampliación  aeropuerto  prat   billetes   embolsarán       clar  contundent   pisarello   congrés    ,autopromocio
0,  barcelona  verda   emergènciaclimàtica  ,presidencia
0,     pisarello  europa  reorientar  política exterior  renunciando  guerras  bombardeos  agravan  problemas  resolverlos   toca utilizar   medidas  apoyar   mujeres  luchan  afganistán  proteger     ven obligadas  marchar  ,inmigracio
0, mà invisible  mercat  roba  cartera   ,autopromocio
0,    mobilitzem             moment  capaces  parar   vides     crim  atroç  pot seguir    ,autopromocio
0,     ampliació  aeroport  prat  afectaria   salut   benestar físic  emocional  catalans  catalanes    explica       deixeu  llegir    ,presidencia
0, convoquem minut  silenci    19h  plaça sant jaume  volem mostrar  rebuig absolut   condemna  presumpte homicidi  infant  mostrar   suport   mare   resta   família     paraules  expressar   dolor   crim terrible   ,presidencia
0, único verde    ampliación  aeropuerto   elprat   billetes       embolsarán sacrificando  contemplaciones   personas   territorio    viven        pisarello    ,interior
0, llenaron  mar menor  bloques  cemento     pesticidas  fertilizantes       dejar  verter agua contaminada  mandan  egea  bañarse   ,accio climatica alimentacio i agenda rural
0, conseller argimon  nega  desprivatitzar  061   transport sanitari   incompleix  resolució   parlament proposada         avisar   suposava  govern  junts     ,presidencia
0, condemna  ferma  terrible homicidi  nen petit   ajuntament  donant suport psicosocial  acompanyament   mare  seguim  cas     bcnantimasclista   ,presidencia
0,ampliar aeroport suposarà  soroll   contaminació    pèrdua espais naturals   major pressió turística      combo  posa  risc  salut   ciutadania      temps aturar     explica            ,autopromocio
0, ampliación  aeropuerto   amenaza   salud  potent article     ,autopromocio
0,  recordo    incansable lluita  col lectius            fet possible     hores  s  aprovat  projecte  llei  pensions   cmin     ,salut
0,    creat  crowdfunding  tirar   plataforma  reservar hotels  garanteixin  drets laborals  personal  neteja     fet   aportació   yoreservoconlaskellys  vols ajudar     temps   ,drets socials
0,cambian  justa freire  millán astray    borrar  memoria   pedagoga represaliada  homenajear   verdugo fascista          cerrar heridas  pasar página        ,autopromocio
